entry_time,exit_time,direction,entry_z,exit_z,bars_held,pnl_raw,pnl_norm,exit_reason
2015-07-23 19:00:00+00:00,2015-07-27 15:00:00+00:00,-1,2.0711,3.8569,45,-0.011002018768333913,-1.785803,STOP_LOSS
2015-07-27 16:00:00+00:00,2015-07-28 13:00:00+00:00,-1,3.9845,3.722,21,0.0016169399076052735,0.262455,STOP_LOSS
2015-07-28 14:00:00+00:00,2015-07-30 07:00:00+00:00,-1,3.8024,3.6156,41,0.0011505507324697517,0.186753,STOP_LOSS
2015-07-30 08:00:00+00:00,2015-08-04 11:00:00+00:00,-1,3.6149,3.594,75,0.0001284639600424367,0.020852,STOP_LOSS
2015-08-04 12:00:00+00:00,2015-08-05 09:00:00+00:00,-1,3.541,3.7343,21,-0.001190540510832401,-0.193244,STOP_LOSS
2015-08-05 15:00:00+00:00,2015-08-09 21:00:00+00:00,-1,2.3813,3.669,55,-0.010478999930840699,-1.287688,STOP_LOSS
2015-08-09 22:00:00+00:00,2015-08-12 05:00:00+00:00,-1,3.7287,5.1661,55,-0.011697236296726615,-1.437388,STOP_LOSS
2015-08-12 06:00:00+00:00,2015-08-14 13:00:00+00:00,-1,5.0265,4.7956,55,0.0018792100994694527,0.230922,STOP_LOSS
2015-08-14 14:00:00+00:00,2015-08-18 20:00:00+00:00,-1,4.5879,3.6484,55,0.007645676999954165,0.939522,STOP_LOSS
2015-08-18 21:00:00+00:00,2015-08-21 04:00:00+00:00,-1,3.7164,4.0221,55,-0.0024882496181370395,-0.305763,STOP_LOSS
2015-08-21 05:00:00+00:00,2015-08-25 11:00:00+00:00,-1,4.0544,4.6719,55,-0.005024835756491139,-0.617466,STOP_LOSS
2015-08-25 12:00:00+00:00,2015-09-14 11:00:00+00:00,-1,2.9044,3.1183,335,-0.0021607866796246045,-0.213927,END_OF_WINDOW
2015-09-17 17:00:00+00:00,2015-10-02 10:00:00+00:00,-1,2.0688,0.9906,258,0.01373788132591193,1.078238,END_OF_WINDOW
2015-10-14 18:00:00+00:00,2015-10-22 09:00:00+00:00,-1,2.1003,1.2611,135,0.010780756851023546,0.839226,END_OF_WINDOW
2015-11-06 13:00:00+00:00,2015-11-11 09:00:00+00:00,1,-2.1273,-2.0434,69,0.0012012096132077432,0.083838,END_OF_WINDOW
2016-01-13 14:00:00+00:00,2016-01-25 15:00:00+00:00,-1,2.0975,3.6291,193,-0.006655237063018543,-1.531654,STOP_LOSS
2016-01-25 16:00:00+00:00,2016-01-26 12:00:00+00:00,-1,3.3125,3.6111,20,-0.001297415686370193,-0.298591,STOP_LOSS
2016-01-26 13:00:00+00:00,2016-01-27 08:00:00+00:00,-1,3.7668,4.2874,19,-0.0022620736520223145,-0.5206,STOP_LOSS
2016-01-27 09:00:00+00:00,2016-01-28 04:00:00+00:00,-1,4.3205,5.0331,19,-0.003096425715254633,-0.71262,STOP_LOSS
2016-01-28 05:00:00+00:00,2016-01-29 00:00:00+00:00,-1,5.0745,5.2557,19,-0.0007873505012302301,-0.181203,STOP_LOSS
2016-01-29 01:00:00+00:00,2016-01-29 20:00:00+00:00,-1,5.2914,5.695,19,-0.00175333468689641,-0.403517,STOP_LOSS
2016-02-01 00:00:00+00:00,2016-02-03 12:00:00+00:00,-1,3.0698,3.5284,60,-0.0027303789100814324,-0.458522,STOP_LOSS
2016-02-03 13:00:00+00:00,2016-02-18 23:00:00+00:00,-1,3.7648,2.5415,274,0.00728458661586974,1.223327,END_OF_WINDOW
