timestamp,open,high,low,close,volume,spread_close
2015-01-01 22:00:00+00:00,1.80987,1.81158,1.80722,1.8088549999999999,4870.959999999999,0.0010100000000001774
2015-01-01 23:00:00+00:00,1.8088899999999999,1.8105799999999999,1.8083,1.8099,17488.559999999998,0.0007399999999999629
2015-01-02 00:00:00+00:00,1.8099150000000002,1.810555,1.80875,1.809935,3840.8500000000004,0.0003500000000000725
2015-01-02 01:00:00+00:00,1.809885,1.810635,1.808225,1.80953,3682.8500000000004,0.00027999999999983594
2015-01-02 02:00:00+00:00,1.8095249999999998,1.8098800000000002,1.808625,1.8090600000000001,1481.5900000000001,0.0003399999999997849
2015-01-02 03:00:00+00:00,1.80903,1.81032,1.808595,1.81015,2255.9,0.00034000000000000696
2015-01-02 04:00:00+00:00,1.8101699999999998,1.8121049999999999,1.8100450000000001,1.811235,2205.18,0.0003500000000000725
2015-01-02 05:00:00+00:00,1.8112650000000001,1.811505,1.810485,1.811165,1833.84,0.0006099999999999994
2015-01-02 06:00:00+00:00,1.811165,1.812565,1.810645,1.8109250000000001,2787.74,0.0004899999999998794
2015-01-02 07:00:00+00:00,1.8109250000000001,1.812425,1.810145,1.8104149999999999,3912.64,0.00031000000000003247
2015-01-02 08:00:00+00:00,1.810375,1.811485,1.807645,1.8091599999999999,8361.86,0.000460000000000127
2015-01-02 09:00:00+00:00,1.8091650000000001,1.81075,1.80315,1.8051300000000001,12013.68,0.000400000000000178
2015-01-02 10:00:00+00:00,1.805155,1.80524,1.80008,1.800535,10946.05,0.00041000000000002146
2015-01-02 11:00:00+00:00,1.800525,1.801585,1.798915,1.800885,10145.71,0.00031000000000003247
2015-01-02 12:00:00+00:00,1.80087,1.80248,1.798945,1.80182,11878.25,0.0003799999999998249
2015-01-02 13:00:00+00:00,1.8018100000000001,1.8039649999999998,1.8011,1.803215,12387.14,0.00030999999999981043
2015-01-02 14:00:00+00:00,1.803205,1.803355,1.8013599999999999,1.802405,12069.12,0.0008300000000001084
2015-01-02 15:00:00+00:00,1.8023500000000001,1.806165,1.8002850000000001,1.802485,18719.71,0.00026999999999999247
2015-01-02 16:00:00+00:00,1.8025,1.8044449999999999,1.800885,1.801175,15658.21,0.00038999999999989043
2015-01-02 17:00:00+00:00,1.8011499999999998,1.804735,1.80105,1.803435,8454.26,0.00028999999999990145
2015-01-02 18:00:00+00:00,1.803455,1.803955,1.8027199999999999,1.803155,3223.54,0.00032999999999994145
2015-01-02 19:00:00+00:00,1.80315,1.80413,1.801715,1.802,6470.3099999999995,0.00034000000000000696
2015-01-02 20:00:00+00:00,1.8020049999999999,1.80415,1.801115,1.803675,6968.73,0.00046999999999997044
2015-01-02 21:00:00+00:00,1.803655,1.806905,1.8032249999999999,1.8062749999999999,6663.4400000000005,0.0009900000000000464
2015-01-02 22:00:00+00:00,1.80627,1.80627,1.80627,1.80627,1.5,0.0021999999999999797
2015-01-04 22:00:00+00:00,1.80345,1.807595,1.790255,1.804065,11350.33,0.0013700000000000934
2015-01-04 23:00:00+00:00,1.804065,1.80469,1.802165,1.802675,6720.549999999999,0.0003500000000000725
2015-01-05 00:00:00+00:00,1.802645,1.80511,1.8023600000000002,1.80408,4049.58,0.000460000000000127
2015-01-05 01:00:00+00:00,1.80404,1.80523,1.8024900000000001,1.8048,3433.71,0.00034000000000000696
2015-01-05 02:00:00+00:00,1.80477,1.804885,1.80309,1.80378,1905.1100000000001,0.00034000000000000696
2015-01-05 03:00:00+00:00,1.80375,1.806025,1.80369,1.805535,2367.91,0.00036999999999998145
2015-01-05 04:00:00+00:00,1.80555,1.805875,1.804675,1.80573,2548.31,0.00034000000000000696
2015-01-05 05:00:00+00:00,1.8057349999999999,1.8058049999999999,1.8040699999999998,1.80467,3214.55,0.00019999999999997797
2015-01-05 06:00:00+00:00,1.80464,1.80477,1.80349,1.804315,3960.24,0.00034999999999985043
2015-01-05 07:00:00+00:00,1.804395,1.8056,1.80376,1.8040850000000002,7177.0,0.00031000000000003247
2015-01-05 08:00:00+00:00,1.8040850000000002,1.80623,1.80279,1.8033350000000001,10930.240000000002,0.00031000000000003247
2015-01-05 09:00:00+00:00,1.803325,1.80409,1.801275,1.801995,11662.14,0.00030999999999981043
2015-01-05 10:00:00+00:00,1.802065,1.8035,1.8007650000000002,1.801675,9960.85,0.0003300000000001635
2015-01-05 11:00:00+00:00,1.8016649999999998,1.8020100000000001,1.79927,1.79927,9534.59,0.000320000000000098
2015-01-05 12:00:00+00:00,1.7992599999999999,1.799355,1.792525,1.79378,13920.46,0.000320000000000098
2015-01-05 13:00:00+00:00,1.79379,1.794785,1.79118,1.79179,13713.64,0.00034000000000000696
2015-01-05 14:00:00+00:00,1.79182,1.794235,1.79049,1.7936299999999998,14009.16,0.00029999999999996696
2015-01-05 15:00:00+00:00,1.79362,1.796725,1.7933,1.7966199999999999,15565.41,0.00027999999999983594
2015-01-05 16:00:00+00:00,1.79657,1.797025,1.794805,1.795375,11234.48,0.00036999999999998145
2015-01-05 17:00:00+00:00,1.795375,1.7968600000000001,1.7939150000000001,1.79444,7397.74,0.00025999999999992696
2015-01-05 18:00:00+00:00,1.79441,1.79617,1.79428,1.794695,7203.629999999999,0.00045000000000006146
2015-01-05 19:00:00+00:00,1.794695,1.7949899999999999,1.79192,1.79406,7569.370000000001,0.00031999999999987594
2015-01-05 20:00:00+00:00,1.7940749999999999,1.7942900000000002,1.792265,1.792325,4786.41,0.00045000000000006146
2015-01-05 21:00:00+00:00,1.79233,1.79405,1.791565,1.79379,6427.709999999999,0.0007399999999999629
2015-01-05 22:00:00+00:00,1.79375,1.794825,1.79317,1.794025,4935.200000000001,0.0004900000000001015
2015-01-05 23:00:00+00:00,1.793975,1.79431,1.7934,1.7940550000000002,4734.71,0.00045000000000006146
2015-01-06 00:00:00+00:00,1.7940550000000002,1.794615,1.793145,1.793145,3537.6,0.00036999999999998145
2015-01-06 01:00:00+00:00,1.79312,1.79369,1.7922099999999999,1.79274,2465.73,0.00031999999999987594
2015-01-06 02:00:00+00:00,1.7927,1.793215,1.79152,1.791655,3133.96,0.0003500000000000725
2015-01-06 03:00:00+00:00,1.79166,1.792535,1.791545,1.79168,1616.04,0.000320000000000098
2015-01-06 04:00:00+00:00,1.7917399999999999,1.7925550000000001,1.79141,1.792305,2183.1499999999996,0.00032999999999994145
2015-01-06 05:00:00+00:00,1.7922799999999999,1.7928,1.791455,1.791715,3344.06,0.00031000000000003247
2015-01-06 06:00:00+00:00,1.7917100000000001,1.7934999999999999,1.79136,1.792595,4826.98,0.00032999999999994145
2015-01-06 07:00:00+00:00,1.7926,1.794665,1.792385,1.7925849999999999,7545.99,0.0003300000000001635
